title:PandaPaxx S16 Rolls

// Under Your Skin - Under your Skin (pve)
//notes: I’ve been hearing a lot of chatter about this bow. For good reason. It’s arguably a better Hush. Successful warm-up in conjunction with archer’s tempo really drops that draw time to near-instantaneous speeds. Ideally I would love that draw time and a damage perk to really maximize fun. A bow with chain reaction? Just better dragonfly. Bungie give it to me. Back to Under Your Skin we have a neutral bow that has utility being a legendary void option. Le Monarche just got a wonderful catalyst in unrelenting, so you could potentially have a legendary lemon through dragonfly and unrelenting together. I do think the uniqueness of archer’s tempo and successful warm-up is a great combo, but for every-day play the combos of archer’s and dragonfly or explosive head, or adaptive munitions to rip through various shields is just a better play.

Where the instant draw time really comes into a life of its own is PvP. Unfortunately to Under Your Skin’s detriment, this entirely relies on kills to get going, but once it does? Nearly unstoppable. Hush did have the benefit of not needing a kill, but with the chaos of 6v6 you really don’t need to worry as much. Clean someone up and reap the benefits. Another good combo would be the newly buffed hip-fire grip with opening shot for all the aim assist to hot-swap to a 120 hand cannon or another combo to clean up. tags:pve
dimwishlist:item=1526296434&perks=1482024992,2420895100,2014892510,4082225868
dimwishlist:item=1526296434&perks=1482024992,2420895100,2014892510,1161469972
dimwishlist:item=1526296434&perks=1482024992,2420895100,2014892510,1015611457
dimwishlist:item=1526296434&perks=1482024992,2420895100,2014892510,2923251173
dimwishlist:item=1526296434&perks=1482024992,2420895100,2014892510,1171887445
dimwishlist:item=1526296434&perks=1482024992,2420895100,1631667848,124408337
dimwishlist:item=1526296434&perks=1482024992,2420895100,1631667848,4082225868
dimwishlist:item=1526296434&perks=1482024992,2420895100,1631667848,1161469972
dimwishlist:item=1526296434&perks=1482024992,2420895100,1631667848,1015611457
dimwishlist:item=1526296434&perks=1482024992,2420895100,1631667848,2923251173
dimwishlist:item=1526296434&perks=1482024992,2420895100,1631667848,1171887445
dimwishlist:item=1526296434&perks=1482024992,2420895100,402033656,124408337
dimwishlist:item=1526296434&perks=1482024992,2420895100,402033656,4082225868
dimwishlist:item=1526296434&perks=1482024992,2420895100,402033656,1161469972
dimwishlist:item=1526296434&perks=1482024992,2420895100,402033656,1015611457
dimwishlist:item=1526296434&perks=1482024992,2420895100,402033656,2923251173
dimwishlist:item=1526296434&perks=1482024992,2420895100,402033656,1171887445


// Recurrent Impact - Recurrent Impact (pve)
//notes: Do I really wish this was a 450 and not 900? Yes, absolutely. But we cannot change the guns that are given to us. So instead we bump up the recoil direction, grab some buddies, hope we don’t run out of mouse pad, and pull down like we’ve never seen our screen. Seriously though. Having a huge magazine and access to firing line gives some wonderful damage but you really have to crank straight down on your input method of choice to hit constant crits. Without arrowhead brake you best hope you see yellow because a recoil direction of 53 is pitifully low. You could also opt for a room clearing weapon through subsistence and headstone, but I would just rather have Eyasluna for that. Even Syncopation-55 is better than this bullet hose.

PvP is a wash, you need to control the recoil so heavily while also maintaining crits on a moving stompee jumping, icarus-dashing, overshielded, invisible dood with the latest gaming chair. I’d rather not use this machine gun for that purpose thank you. tags:pve
dimwishlist:item=1572896086&perks=1482024992,106909392,1820235745,124408337
dimwishlist:item=1572896086&perks=1482024992,106909392,1820235745,1771339417
dimwishlist:item=1572896086&perks=1482024992,106909392,1820235745,395388285
dimwishlist:item=1572896086&perks=1482024992,106909392,1820235745,1171887445
dimwishlist:item=1572896086&perks=1482024992,106909392,1820235745,4104185692
dimwishlist:item=1572896086&perks=1482024992,106909392,1820235745,3007133316
dimwishlist:item=1572896086&perks=1482024992,106909392,4245865861,124408337
dimwishlist:item=1572896086&perks=1482024992,106909392,4245865861,1771339417
dimwishlist:item=1572896086&perks=1482024992,106909392,4245865861,395388285
dimwishlist:item=1572896086&perks=1482024992,106909392,4245865861,1171887445
dimwishlist:item=1572896086&perks=1482024992,106909392,4245865861,4104185692
dimwishlist:item=1572896086&perks=1482024992,106909392,4245865861,3007133316
dimwishlist:item=1572896086&perks=1482024992,106909392,280464955,124408337
dimwishlist:item=1572896086&perks=1482024992,106909392,280464955,1771339417
dimwishlist:item=1572896086&perks=1482024992,106909392,280464955,395388285
dimwishlist:item=1572896086&perks=1482024992,106909392,280464955,1171887445
dimwishlist:item=1572896086&perks=1482024992,106909392,280464955,4104185692
dimwishlist:item=1572896086&perks=1482024992,106909392,280464955,3007133316
dimwishlist:item=1572896086&perks=1482024992,106909392,3920370755,124408337
dimwishlist:item=1572896086&perks=1482024992,106909392,3920370755,1771339417
dimwishlist:item=1572896086&perks=1482024992,106909392,3920370755,395388285
dimwishlist:item=1572896086&perks=1482024992,106909392,3920370755,1171887445
dimwishlist:item=1572896086&perks=1482024992,106909392,3920370755,4104185692
dimwishlist:item=1572896086&perks=1482024992,106909392,3920370755,3007133316
dimwishlist:item=1572896086&perks=1482024992,1087426260,1820235745,124408337
dimwishlist:item=1572896086&perks=1482024992,1087426260,1820235745,1771339417
dimwishlist:item=1572896086&perks=1482024992,1087426260,1820235745,395388285
dimwishlist:item=1572896086&perks=1482024992,1087426260,1820235745,1171887445
dimwishlist:item=1572896086&perks=1482024992,1087426260,1820235745,4104185692
dimwishlist:item=1572896086&perks=1482024992,1087426260,1820235745,3007133316
dimwishlist:item=1572896086&perks=1482024992,1087426260,4245865861,124408337
dimwishlist:item=1572896086&perks=1482024992,1087426260,4245865861,1771339417
dimwishlist:item=1572896086&perks=1482024992,1087426260,4245865861,395388285
dimwishlist:item=1572896086&perks=1482024992,1087426260,4245865861,1171887445
dimwishlist:item=1572896086&perks=1482024992,1087426260,4245865861,4104185692
dimwishlist:item=1572896086&perks=1482024992,1087426260,4245865861,3007133316
dimwishlist:item=1572896086&perks=1482024992,1087426260,280464955,124408337
dimwishlist:item=1572896086&perks=1482024992,1087426260,280464955,1771339417
dimwishlist:item=1572896086&perks=1482024992,1087426260,280464955,395388285
dimwishlist:item=1572896086&perks=1482024992,1087426260,280464955,1171887445
dimwishlist:item=1572896086&perks=1482024992,1087426260,280464955,4104185692
dimwishlist:item=1572896086&perks=1482024992,1087426260,280464955,3007133316
dimwishlist:item=1572896086&perks=1482024992,1087426260,3920370755,124408337
dimwishlist:item=1572896086&perks=1482024992,1087426260,3920370755,1771339417
dimwishlist:item=1572896086&perks=1482024992,1087426260,3920370755,395388285
dimwishlist:item=1572896086&perks=1482024992,1087426260,3920370755,1171887445
dimwishlist:item=1572896086&perks=1482024992,1087426260,3920370755,4104185692
dimwishlist:item=1572896086&perks=1482024992,1087426260,3920370755,3007133316
dimwishlist:item=1572896086&perks=1482024992,2420895100,1820235745,124408337
dimwishlist:item=1572896086&perks=1482024992,2420895100,1820235745,1771339417
dimwishlist:item=1572896086&perks=1482024992,2420895100,1820235745,395388285
dimwishlist:item=1572896086&perks=1482024992,2420895100,1820235745,1171887445
dimwishlist:item=1572896086&perks=1482024992,2420895100,1820235745,4104185692
dimwishlist:item=1572896086&perks=1482024992,2420895100,1820235745,3007133316
dimwishlist:item=1572896086&perks=1482024992,2420895100,4245865861,124408337
dimwishlist:item=1572896086&perks=1482024992,2420895100,4245865861,1771339417
dimwishlist:item=1572896086&perks=1482024992,2420895100,4245865861,395388285
dimwishlist:item=1572896086&perks=1482024992,2420895100,4245865861,1171887445
dimwishlist:item=1572896086&perks=1482024992,2420895100,4245865861,4104185692
dimwishlist:item=1572896086&perks=1482024992,2420895100,4245865861,3007133316
dimwishlist:item=1572896086&perks=1482024992,2420895100,280464955,124408337
dimwishlist:item=1572896086&perks=1482024992,2420895100,280464955,1771339417
dimwishlist:item=1572896086&perks=1482024992,2420895100,280464955,395388285
dimwishlist:item=1572896086&perks=1482024992,2420895100,280464955,1171887445
dimwishlist:item=1572896086&perks=1482024992,2420895100,280464955,4104185692
dimwishlist:item=1572896086&perks=1482024992,2420895100,280464955,3007133316
dimwishlist:item=1572896086&perks=1482024992,2420895100,3920370755,124408337
dimwishlist:item=1572896086&perks=1482024992,2420895100,3920370755,1771339417
dimwishlist:item=1572896086&perks=1482024992,2420895100,3920370755,395388285
dimwishlist:item=1572896086&perks=1482024992,2420895100,3920370755,1171887445
dimwishlist:item=1572896086&perks=1482024992,2420895100,3920370755,4104185692
dimwishlist:item=1572896086&perks=1482024992,2420895100,3920370755,3007133316
dimwishlist:item=1572896086&perks=839105230,106909392,1820235745,124408337
dimwishlist:item=1572896086&perks=839105230,106909392,1820235745,1771339417
dimwishlist:item=1572896086&perks=839105230,106909392,1820235745,395388285
dimwishlist:item=1572896086&perks=839105230,106909392,1820235745,1171887445
dimwishlist:item=1572896086&perks=839105230,106909392,1820235745,4104185692
dimwishlist:item=1572896086&perks=839105230,106909392,1820235745,3007133316
dimwishlist:item=1572896086&perks=839105230,106909392,4245865861,124408337
dimwishlist:item=1572896086&perks=839105230,106909392,4245865861,1771339417
dimwishlist:item=1572896086&perks=839105230,106909392,4245865861,395388285
dimwishlist:item=1572896086&perks=839105230,106909392,4245865861,1171887445
dimwishlist:item=1572896086&perks=839105230,106909392,4245865861,4104185692
dimwishlist:item=1572896086&perks=839105230,106909392,4245865861,3007133316
dimwishlist:item=1572896086&perks=839105230,106909392,280464955,124408337
dimwishlist:item=1572896086&perks=839105230,106909392,280464955,1771339417
dimwishlist:item=1572896086&perks=839105230,106909392,280464955,395388285
dimwishlist:item=1572896086&perks=839105230,106909392,280464955,1171887445
dimwishlist:item=1572896086&perks=839105230,106909392,280464955,4104185692
dimwishlist:item=1572896086&perks=839105230,106909392,280464955,3007133316
dimwishlist:item=1572896086&perks=839105230,106909392,3920370755,124408337
dimwishlist:item=1572896086&perks=839105230,106909392,3920370755,1771339417
dimwishlist:item=1572896086&perks=839105230,106909392,3920370755,395388285
dimwishlist:item=1572896086&perks=839105230,106909392,3920370755,1171887445
dimwishlist:item=1572896086&perks=839105230,106909392,3920370755,4104185692
dimwishlist:item=1572896086&perks=839105230,106909392,3920370755,3007133316
dimwishlist:item=1572896086&perks=839105230,1087426260,1820235745,124408337
dimwishlist:item=1572896086&perks=839105230,1087426260,1820235745,1771339417
dimwishlist:item=1572896086&perks=839105230,1087426260,1820235745,395388285
dimwishlist:item=1572896086&perks=839105230,1087426260,1820235745,1171887445
dimwishlist:item=1572896086&perks=839105230,1087426260,1820235745,4104185692
dimwishlist:item=1572896086&perks=839105230,1087426260,1820235745,3007133316
dimwishlist:item=1572896086&perks=839105230,1087426260,4245865861,124408337
dimwishlist:item=1572896086&perks=839105230,1087426260,4245865861,1771339417
dimwishlist:item=1572896086&perks=839105230,1087426260,4245865861,395388285
dimwishlist:item=1572896086&perks=839105230,1087426260,4245865861,1171887445
dimwishlist:item=1572896086&perks=839105230,1087426260,4245865861,4104185692
dimwishlist:item=1572896086&perks=839105230,1087426260,4245865861,3007133316
dimwishlist:item=1572896086&perks=839105230,1087426260,280464955,124408337
dimwishlist:item=1572896086&perks=839105230,1087426260,280464955,1771339417
dimwishlist:item=1572896086&perks=839105230,1087426260,280464955,395388285
dimwishlist:item=1572896086&perks=839105230,1087426260,280464955,1171887445
dimwishlist:item=1572896086&perks=839105230,1087426260,280464955,4104185692
dimwishlist:item=1572896086&perks=839105230,1087426260,280464955,3007133316
dimwishlist:item=1572896086&perks=839105230,1087426260,3920370755,124408337
dimwishlist:item=1572896086&perks=839105230,1087426260,3920370755,1771339417
dimwishlist:item=1572896086&perks=839105230,1087426260,3920370755,395388285
dimwishlist:item=1572896086&perks=839105230,1087426260,3920370755,1171887445
dimwishlist:item=1572896086&perks=839105230,1087426260,3920370755,4104185692
dimwishlist:item=1572896086&perks=839105230,1087426260,3920370755,3007133316
dimwishlist:item=1572896086&perks=839105230,2420895100,1820235745,124408337
dimwishlist:item=1572896086&perks=839105230,2420895100,1820235745,1771339417
dimwishlist:item=1572896086&perks=839105230,2420895100,1820235745,395388285
dimwishlist:item=1572896086&perks=839105230,2420895100,1820235745,1171887445
dimwishlist:item=1572896086&perks=839105230,2420895100,1820235745,4104185692
dimwishlist:item=1572896086&perks=839105230,2420895100,1820235745,3007133316
dimwishlist:item=1572896086&perks=839105230,2420895100,4245865861,124408337
dimwishlist:item=1572896086&perks=839105230,2420895100,4245865861,1771339417
dimwishlist:item=1572896086&perks=839105230,2420895100,4245865861,395388285
dimwishlist:item=1572896086&perks=839105230,2420895100,4245865861,1171887445
dimwishlist:item=1572896086&perks=839105230,2420895100,4245865861,4104185692
dimwishlist:item=1572896086&perks=839105230,2420895100,4245865861,3007133316
dimwishlist:item=1572896086&perks=839105230,2420895100,280464955,124408337
dimwishlist:item=1572896086&perks=839105230,2420895100,280464955,1771339417
dimwishlist:item=1572896086&perks=839105230,2420895100,280464955,395388285
dimwishlist:item=1572896086&perks=839105230,2420895100,280464955,1171887445
dimwishlist:item=1572896086&perks=839105230,2420895100,280464955,4104185692
dimwishlist:item=1572896086&perks=839105230,2420895100,280464955,3007133316
dimwishlist:item=1572896086&perks=839105230,2420895100,3920370755,124408337
dimwishlist:item=1572896086&perks=839105230,2420895100,3920370755,1771339417
dimwishlist:item=1572896086&perks=839105230,2420895100,3920370755,395388285
dimwishlist:item=1572896086&perks=839105230,2420895100,3920370755,1171887445
dimwishlist:item=1572896086&perks=839105230,2420895100,3920370755,4104185692
dimwishlist:item=1572896086&perks=839105230,2420895100,3920370755,3007133316
dimwishlist:item=1572896086&perks=1840239774,106909392,1820235745,124408337
dimwishlist:item=1572896086&perks=1840239774,106909392,1820235745,1771339417
dimwishlist:item=1572896086&perks=1840239774,106909392,1820235745,395388285
dimwishlist:item=1572896086&perks=1840239774,106909392,1820235745,1171887445
dimwishlist:item=1572896086&perks=1840239774,106909392,1820235745,4104185692
dimwishlist:item=1572896086&perks=1840239774,106909392,1820235745,3007133316
dimwishlist:item=1572896086&perks=1840239774,106909392,4245865861,124408337
dimwishlist:item=1572896086&perks=1840239774,106909392,4245865861,1771339417
dimwishlist:item=1572896086&perks=1840239774,106909392,4245865861,395388285
dimwishlist:item=1572896086&perks=1840239774,106909392,4245865861,1171887445
dimwishlist:item=1572896086&perks=1840239774,106909392,4245865861,4104185692
dimwishlist:item=1572896086&perks=1840239774,106909392,4245865861,3007133316
dimwishlist:item=1572896086&perks=1840239774,106909392,280464955,124408337
dimwishlist:item=1572896086&perks=1840239774,106909392,280464955,1771339417
dimwishlist:item=1572896086&perks=1840239774,106909392,280464955,395388285
dimwishlist:item=1572896086&perks=1840239774,106909392,280464955,1171887445
dimwishlist:item=1572896086&perks=1840239774,106909392,280464955,4104185692
dimwishlist:item=1572896086&perks=1840239774,106909392,280464955,3007133316
dimwishlist:item=1572896086&perks=1840239774,106909392,3920370755,124408337
dimwishlist:item=1572896086&perks=1840239774,106909392,3920370755,1771339417
dimwishlist:item=1572896086&perks=1840239774,106909392,3920370755,395388285
dimwishlist:item=1572896086&perks=1840239774,106909392,3920370755,1171887445
dimwishlist:item=1572896086&perks=1840239774,106909392,3920370755,4104185692
dimwishlist:item=1572896086&perks=1840239774,106909392,3920370755,3007133316
dimwishlist:item=1572896086&perks=1840239774,1087426260,1820235745,124408337
dimwishlist:item=1572896086&perks=1840239774,1087426260,1820235745,1771339417
dimwishlist:item=1572896086&perks=1840239774,1087426260,1820235745,395388285
dimwishlist:item=1572896086&perks=1840239774,1087426260,1820235745,1171887445
dimwishlist:item=1572896086&perks=1840239774,1087426260,1820235745,4104185692
dimwishlist:item=1572896086&perks=1840239774,1087426260,1820235745,3007133316
dimwishlist:item=1572896086&perks=1840239774,1087426260,4245865861,124408337
dimwishlist:item=1572896086&perks=1840239774,1087426260,4245865861,1771339417
dimwishlist:item=1572896086&perks=1840239774,1087426260,4245865861,395388285
dimwishlist:item=1572896086&perks=1840239774,1087426260,4245865861,1171887445
dimwishlist:item=1572896086&perks=1840239774,1087426260,4245865861,4104185692
dimwishlist:item=1572896086&perks=1840239774,1087426260,4245865861,3007133316
dimwishlist:item=1572896086&perks=1840239774,1087426260,280464955,124408337
dimwishlist:item=1572896086&perks=1840239774,1087426260,280464955,1771339417
dimwishlist:item=1572896086&perks=1840239774,1087426260,280464955,395388285
dimwishlist:item=1572896086&perks=1840239774,1087426260,280464955,1171887445
dimwishlist:item=1572896086&perks=1840239774,1087426260,280464955,4104185692
dimwishlist:item=1572896086&perks=1840239774,1087426260,280464955,3007133316
dimwishlist:item=1572896086&perks=1840239774,1087426260,3920370755,124408337
dimwishlist:item=1572896086&perks=1840239774,1087426260,3920370755,1771339417
dimwishlist:item=1572896086&perks=1840239774,1087426260,3920370755,395388285
dimwishlist:item=1572896086&perks=1840239774,1087426260,3920370755,1171887445
dimwishlist:item=1572896086&perks=1840239774,1087426260,3920370755,4104185692
dimwishlist:item=1572896086&perks=1840239774,1087426260,3920370755,3007133316
dimwishlist:item=1572896086&perks=1840239774,2420895100,1820235745,124408337
dimwishlist:item=1572896086&perks=1840239774,2420895100,1820235745,1771339417
dimwishlist:item=1572896086&perks=1840239774,2420895100,1820235745,395388285
dimwishlist:item=1572896086&perks=1840239774,2420895100,1820235745,1171887445
dimwishlist:item=1572896086&perks=1840239774,2420895100,1820235745,4104185692
dimwishlist:item=1572896086&perks=1840239774,2420895100,1820235745,3007133316
dimwishlist:item=1572896086&perks=1840239774,2420895100,4245865861,124408337
dimwishlist:item=1572896086&perks=1840239774,2420895100,4245865861,1771339417
dimwishlist:item=1572896086&perks=1840239774,2420895100,4245865861,395388285
dimwishlist:item=1572896086&perks=1840239774,2420895100,4245865861,1171887445
dimwishlist:item=1572896086&perks=1840239774,2420895100,4245865861,4104185692
dimwishlist:item=1572896086&perks=1840239774,2420895100,4245865861,3007133316
dimwishlist:item=1572896086&perks=1840239774,2420895100,280464955,124408337
dimwishlist:item=1572896086&perks=1840239774,2420895100,280464955,1771339417
dimwishlist:item=1572896086&perks=1840239774,2420895100,280464955,395388285
dimwishlist:item=1572896086&perks=1840239774,2420895100,280464955,1171887445
dimwishlist:item=1572896086&perks=1840239774,2420895100,280464955,4104185692
dimwishlist:item=1572896086&perks=1840239774,2420895100,280464955,3007133316
dimwishlist:item=1572896086&perks=1840239774,2420895100,3920370755,124408337
dimwishlist:item=1572896086&perks=1840239774,2420895100,3920370755,1771339417
dimwishlist:item=1572896086&perks=1840239774,2420895100,3920370755,395388285
dimwishlist:item=1572896086&perks=1840239774,2420895100,3920370755,1171887445
dimwishlist:item=1572896086&perks=1840239774,2420895100,3920370755,4104185692
dimwishlist:item=1572896086&perks=1840239774,2420895100,3920370755,3007133316


// Redback-5si - Redback-5si (pve)
//notes: Sidearms in PvE are in a weird spot, while they have high damage per shot and excel in close range, you don’t always want to put yourself into those situations. The best perk for the Redback-5si is surrounded with surrounded spec, but that is a hairy situation to begin with. I would bump up its mag, range, and spec into reloader perks to maximize this sidearm’s usage, but I just don’t think it beats submachine guns, let alone autos or other longer ranged primaries.

While I love this archetype for PvP, I just cannot bring myself to like Redback-5si. Veist weapons feel good, I enjoy the archetype. But something about this sidearm just doesn’t feel right. It could be the lack of power behind its shots, hit registration being wonky, or just the sound not sitting well with me. But ultimately Redback-5si is an alright sidearm. Not having high-lethality perks is a downer, but I can get past that with better neutral perks. You want to push out its range without sacrificing other stats to try and edge yourself into submachine gun territory to find the best success. tags:pve
dimwishlist:item=1687353095&perks=1840239774,3142289711,1820235745,1546637391
dimwishlist:item=1687353095&perks=1840239774,3142289711,1820235745,4049631843
dimwishlist:item=1687353095&perks=1840239774,3142289711,1820235745,3708227201
dimwishlist:item=1687353095&perks=1840239774,3142289711,1428297954,1546637391
dimwishlist:item=1687353095&perks=1840239774,3142289711,1428297954,4049631843
dimwishlist:item=1687353095&perks=1840239774,3142289711,1428297954,3708227201
dimwishlist:item=1687353095&perks=1840239774,1087426260,1820235745,1546637391
dimwishlist:item=1687353095&perks=1840239774,1087426260,1820235745,4049631843
dimwishlist:item=1687353095&perks=1840239774,1087426260,1820235745,3708227201
dimwishlist:item=1687353095&perks=1840239774,1087426260,1428297954,1546637391
dimwishlist:item=1687353095&perks=1840239774,1087426260,1428297954,4049631843
dimwishlist:item=1687353095&perks=1840239774,1087426260,1428297954,3708227201
dimwishlist:item=1687353095&perks=1840239774,106909392,1820235745,1546637391
dimwishlist:item=1687353095&perks=1840239774,106909392,1820235745,4049631843
dimwishlist:item=1687353095&perks=1840239774,106909392,1820235745,3708227201
dimwishlist:item=1687353095&perks=1840239774,106909392,1428297954,1546637391
dimwishlist:item=1687353095&perks=1840239774,106909392,1428297954,4049631843
dimwishlist:item=1687353095&perks=1840239774,106909392,1428297954,3708227201
dimwishlist:item=1687353095&perks=3250034553,3142289711,1820235745,1546637391
dimwishlist:item=1687353095&perks=3250034553,3142289711,1820235745,4049631843
dimwishlist:item=1687353095&perks=3250034553,3142289711,1820235745,3708227201
dimwishlist:item=1687353095&perks=3250034553,3142289711,1428297954,1546637391
dimwishlist:item=1687353095&perks=3250034553,3142289711,1428297954,4049631843
dimwishlist:item=1687353095&perks=3250034553,3142289711,1428297954,3708227201
dimwishlist:item=1687353095&perks=3250034553,1087426260,1820235745,1546637391
dimwishlist:item=1687353095&perks=3250034553,1087426260,1820235745,4049631843
dimwishlist:item=1687353095&perks=3250034553,1087426260,1820235745,3708227201
dimwishlist:item=1687353095&perks=3250034553,1087426260,1428297954,1546637391
dimwishlist:item=1687353095&perks=3250034553,1087426260,1428297954,4049631843
dimwishlist:item=1687353095&perks=3250034553,1087426260,1428297954,3708227201
dimwishlist:item=1687353095&perks=3250034553,106909392,1820235745,1546637391
dimwishlist:item=1687353095&perks=3250034553,106909392,1820235745,4049631843
dimwishlist:item=1687353095&perks=3250034553,106909392,1820235745,3708227201
dimwishlist:item=1687353095&perks=3250034553,106909392,1428297954,1546637391
dimwishlist:item=1687353095&perks=3250034553,106909392,1428297954,4049631843
dimwishlist:item=1687353095&perks=3250034553,106909392,1428297954,3708227201
dimwishlist:item=1687353095&perks=1482024992,3142289711,1820235745,1546637391
dimwishlist:item=1687353095&perks=1482024992,3142289711,1820235745,4049631843
dimwishlist:item=1687353095&perks=1482024992,3142289711,1820235745,3708227201
dimwishlist:item=1687353095&perks=1482024992,3142289711,1428297954,1546637391
dimwishlist:item=1687353095&perks=1482024992,3142289711,1428297954,4049631843
dimwishlist:item=1687353095&perks=1482024992,3142289711,1428297954,3708227201
dimwishlist:item=1687353095&perks=1482024992,1087426260,1820235745,1546637391
dimwishlist:item=1687353095&perks=1482024992,1087426260,1820235745,4049631843
dimwishlist:item=1687353095&perks=1482024992,1087426260,1820235745,3708227201
dimwishlist:item=1687353095&perks=1482024992,1087426260,1428297954,1546637391
dimwishlist:item=1687353095&perks=1482024992,1087426260,1428297954,4049631843
dimwishlist:item=1687353095&perks=1482024992,1087426260,1428297954,3708227201
dimwishlist:item=1687353095&perks=1482024992,106909392,1820235745,1546637391
dimwishlist:item=1687353095&perks=1482024992,106909392,1820235745,4049631843
dimwishlist:item=1687353095&perks=1482024992,106909392,1820235745,3708227201
dimwishlist:item=1687353095&perks=1482024992,106909392,1428297954,1546637391
dimwishlist:item=1687353095&perks=1482024992,106909392,1428297954,4049631843
dimwishlist:item=1687353095&perks=1482024992,106909392,1428297954,3708227201


// Herod-C - Herod-C (pve)
//notes: Herod-C is an interesting weapon. Higher base zoom than the rest of its archetype, only being surpassed by False Promises. Herod-C does have better base stats almost entirely across the board for the archetype. Where it lacks in some categories it blows out the competition in others. With such a slow rate of fire you won’t have to spec as hard into stability to keep the bullets going where you want them to go. Also having the highest stability of its class helps that out too. When it comes to perks Arrowhead will be the play. Bumping fully automatic weapons to 100 recoil direction with a decent amount of handling added will just make your end result an easy shooting experience. Appended mag will help bring up its already high magazine size, but you could opt for armor-piercing rounds for general utility against shields. The trait perks also work in different ways as well. One way you can spec your Herod-C is to create a pseudo-mag through subsistence and demolitionist; or you could breach and clear using subsistence and headstone to rip through groups of enemies; if bosses are your bread and butter having more damage against them and ammo back through fourth time’s the charm can also leverage the high damage and magazine Herod-C can provide you.

High Impacts have never been high meta within PvP. Taking their slower rate of fire, as well as crit to body damage, and adding in the requirement of having constant line of sight leaves a lot to be desired. But you can make this weapon work for you if you bring up some of its low points. The recoil has to be 100 through Arrowhead Brake to make your life easier. Taking the combination of perpetual motion and tap the trigger also makes shots easier for you. The final bit to add is extra flinch for your enemies via high-caliber rounds. tags:pve
dimwishlist:item=1788603939&perks=839105230,2420895100,1820235745,124408337
dimwishlist:item=1788603939&perks=839105230,2420895100,1820235745,1546637391
dimwishlist:item=1788603939&perks=839105230,2420895100,1820235745,3523296417
dimwishlist:item=1788603939&perks=839105230,2420895100,1428297954,124408337
dimwishlist:item=1788603939&perks=839105230,2420895100,1428297954,1546637391
dimwishlist:item=1788603939&perks=839105230,2420895100,1428297954,3523296417
dimwishlist:item=1788603939&perks=839105230,2420895100,1354429876,124408337
dimwishlist:item=1788603939&perks=839105230,2420895100,1354429876,1546637391
dimwishlist:item=1788603939&perks=839105230,2420895100,1354429876,3523296417
dimwishlist:item=1788603939&perks=839105230,1431678320,1820235745,124408337
dimwishlist:item=1788603939&perks=839105230,1431678320,1820235745,1546637391
dimwishlist:item=1788603939&perks=839105230,1431678320,1820235745,3523296417
dimwishlist:item=1788603939&perks=839105230,1431678320,1428297954,124408337
dimwishlist:item=1788603939&perks=839105230,1431678320,1428297954,1546637391
dimwishlist:item=1788603939&perks=839105230,1431678320,1428297954,3523296417
dimwishlist:item=1788603939&perks=839105230,1431678320,1354429876,124408337
dimwishlist:item=1788603939&perks=839105230,1431678320,1354429876,1546637391
dimwishlist:item=1788603939&perks=839105230,1431678320,1354429876,3523296417
dimwishlist:item=1788603939&perks=839105230,1968497646,1820235745,124408337
dimwishlist:item=1788603939&perks=839105230,1968497646,1820235745,1546637391
dimwishlist:item=1788603939&perks=839105230,1968497646,1820235745,3523296417
dimwishlist:item=1788603939&perks=839105230,1968497646,1428297954,124408337
dimwishlist:item=1788603939&perks=839105230,1968497646,1428297954,1546637391
dimwishlist:item=1788603939&perks=839105230,1968497646,1428297954,3523296417
dimwishlist:item=1788603939&perks=839105230,1968497646,1354429876,124408337
dimwishlist:item=1788603939&perks=839105230,1968497646,1354429876,1546637391
dimwishlist:item=1788603939&perks=839105230,1968497646,1354429876,3523296417
dimwishlist:item=1788603939&perks=1840239774,2420895100,1820235745,124408337
dimwishlist:item=1788603939&perks=1840239774,2420895100,1820235745,1546637391
dimwishlist:item=1788603939&perks=1840239774,2420895100,1820235745,3523296417
dimwishlist:item=1788603939&perks=1840239774,2420895100,1428297954,124408337
dimwishlist:item=1788603939&perks=1840239774,2420895100,1428297954,1546637391
dimwishlist:item=1788603939&perks=1840239774,2420895100,1428297954,3523296417
dimwishlist:item=1788603939&perks=1840239774,2420895100,1354429876,124408337
dimwishlist:item=1788603939&perks=1840239774,2420895100,1354429876,1546637391
dimwishlist:item=1788603939&perks=1840239774,2420895100,1354429876,3523296417
dimwishlist:item=1788603939&perks=1840239774,1431678320,1820235745,124408337
dimwishlist:item=1788603939&perks=1840239774,1431678320,1820235745,1546637391
dimwishlist:item=1788603939&perks=1840239774,1431678320,1820235745,3523296417
dimwishlist:item=1788603939&perks=1840239774,1431678320,1428297954,124408337
dimwishlist:item=1788603939&perks=1840239774,1431678320,1428297954,1546637391
dimwishlist:item=1788603939&perks=1840239774,1431678320,1428297954,3523296417
dimwishlist:item=1788603939&perks=1840239774,1431678320,1354429876,124408337
dimwishlist:item=1788603939&perks=1840239774,1431678320,1354429876,1546637391
dimwishlist:item=1788603939&perks=1840239774,1431678320,1354429876,3523296417
dimwishlist:item=1788603939&perks=1840239774,1968497646,1820235745,124408337
dimwishlist:item=1788603939&perks=1840239774,1968497646,1820235745,1546637391
dimwishlist:item=1788603939&perks=1840239774,1968497646,1820235745,3523296417
dimwishlist:item=1788603939&perks=1840239774,1968497646,1428297954,124408337
dimwishlist:item=1788603939&perks=1840239774,1968497646,1428297954,1546637391
